T (s)	Lin	Ang	X	Y	yaw	dx	dy	v	wz
3.3301	0.2200	0.7220	-2.2087	0.1273	-1.4180	-0.0062	-0.1840	0.1841	0.4331
3.3405	0.2200	0.7239	-2.2089	0.1254	-1.4158	-0.0259	-0.1921	0.1938	0.4406
3.3509	0.2200	0.7239	-2.2089	0.1238	-1.4136	0.0008	-0.1569	0.1569	0.4055
3.3606	0.2200	0.7189	-2.2086	0.1224	-1.4104	0.0341	-0.1421	0.1461	0.4055
3.3707	0.2200	0.7097	-2.2083	0.1209	-1.4056	0.0253	-0.1497	0.1518	0.4055
3.3804	0.2200	0.7091	-2.2081	0.1189	-1.4033	0.0285	-0.2017	0.2037	0.2703
3.3907	0.2200	0.7170	-2.2076	0.1170	-1.4042	0.0461	-0.1870	0.1926	0.2703
3.4009	0.2200	0.7204	-2.2076	0.1170	-1.4042	0.0461	-0.1870	0.1926	0.2490
3.4120	0.2200	0.7138	-2.2070	0.1116	-1.3954	0.0021	-0.1901	0.1901	0.2288
3.4201	0.2200	0.7100	-2.2070	0.1116	-1.3954	0.0193	-0.1611	0.1622	0.2107
3.4302	0.2200	0.7059	-2.2067	0.1099	-1.3921	0.0339	-0.1726	0.1759	0.1650
3.4417	0.2200	0.7022	-2.2064	0.1086	-1.3891	0.0141	-0.1785	0.1790	0.1650
3.4500	0.2200	0.6948	-2.2063	0.1068	-1.3843	0.0141	-0.1785	0.1790	0.1650
3.4633	0.2200	0.6948	-2.2057	0.1030	-1.3774	0.0331	-0.1904	0.1933	0.1650
3.4709	0.2200	0.6878	-2.2057	0.1030	-1.3774	0.0331	-0.1904	0.1933	0.2022
3.4801	0.2200	0.6915	-2.2057	0.1030	-1.3774	0.0331	-0.1904	0.1933	0.2022
3.4901	0.2200	0.6779	-2.2052	0.0999	-1.3701	0.0257	-0.1499	0.1521	0.2022
3.5031	0.2200	0.6828	-2.2048	0.0965	-1.3687	0.0190	-0.1670	0.1681	0.2682
3.5100	0.2200	0.6879	-2.2048	0.0965	-1.3687	0.0190	-0.1670	0.1681	0.3437
3.5217	0.2200	0.6822	-2.2047	0.0948	-1.3642	0.0074	-0.1702	0.1704	0.3831
3.5320	0.2200	0.6861	-2.2047	0.0948	-1.3642	0.0074	-0.1702	0.1704	0.3320
3.5403	0.2200	0.6673	-2.2045	0.0909	-1.3538	0.0272	-0.1969	0.1987	0.3320
3.5508	0.2200	0.6667	-2.2040	0.0893	-1.3516	0.0461	-0.1656	0.1719	0.3320
3.5608	0.2200	0.6667	-2.2034	0.0874	-1.3498	0.0655	-0.1910	0.2019	0.2001
3.5723	0.2200	0.6589	-2.2026	0.0840	-1.3404	0.0187	-0.1830	0.1840	0.2001
3.5821	0.2200	0.6518	-2.2027	0.0820	-1.3409	-0.0074	-0.1996	0.1998	0.2001
3.5910	0.2200	0.6633	-2.2027	0.0820	-1.3409	-0.0074	-0.1996	0.1998	0.1979
3.6015	0.2200	0.6630	-2.2026	0.0803	-1.3378	0.0304	-0.1479	0.1510	0.2192
3.6108	0.2200	0.6579	-2.2023	0.0788	-1.3339	0.0304	-0.1479	0.1510	0.2469
3.6204	0.2200	0.6458	-2.2019	0.0773	-1.3278	0.0443	-0.1548	0.1611	0.2522
3.6319	0.2200	0.6417	-2.2009	0.0737	-1.3256	0.0477	-0.1545	0.1617	0.2788
3.6409	0.2200	0.6526	-2.2009	0.0737	-1.3256	0.0532	-0.2029	0.2097	0.2788
3.6508	0.2200	0.6473	-2.2006	0.0717	-1.3210	0.0311	-0.1963	0.1987	0.3256
3.6625	0.2200	0.6467	-2.2001	0.0684	-1.3129	0.0337	-0.1427	0.1466	0.3256
3.6706	0.2200	0.6395	-2.2001	0.0684	-1.3129	0.0337	-0.1427	0.1466	0.3256
3.6802	0.2200	0.6354	-2.1997	0.0669	-1.3092	0.0403	-0.1550	0.1601	0.2799
3.6904	0.2200	0.6336	-2.1992	0.0652	-1.3062	0.0489	-0.1728	0.1796	0.2554
3.7001	0.2200	0.6384	-2.1992	0.0652	-1.3062	0.0489	-0.1728	0.1796	0.3129
3.7116	0.2200	0.6293	-2.1986	0.0620	-1.2995	0.0315	-0.1707	0.1736	0.3682
3.7212	0.2200	0.6312	-2.1983	0.0600	-1.2970	0.0283	-0.1916	0.1937	0.3682
3.7324	0.2200	0.6184	-2.1970	0.0566	-1.2900	0.0652	-0.2029	0.2131	0.3682
3.7433	0.2200	0.6231	-2.1965	0.0550	-1.2872	0.0429	-0.1571	0.1628	0.3714
3.7501	0.2200	0.6224	-2.1965	0.0550	-1.2872	0.0429	-0.1571	0.1628	0.3714
3.7604	0.2200	0.6175	-2.1964	0.0536	-1.2825	0.0177	-0.1487	0.1498	0.3714
3.7712	0.2200	0.6203	-2.1963	0.0517	-1.2799	0.0117	-0.1842	0.1845	0.3852
3.7800	0.2200	0.6185	-2.1961	0.0499	-1.2756	0.0117	-0.1842	0.1845	0.3959
3.7901	0.2200	0.6087	-2.1957	0.0484	-1.2697	0.0441	-0.1502	0.1565	0.3437
3.8015	0.2200	0.6045	-2.1951	0.0468	-1.2659	0.0594	-0.1590	0.1698	0.2650
3.8133	0.2200	0.5987	-2.1938	0.0435	-1.2611	0.0690	-0.1624	0.1764	0.2650
3.8200	0.2200	0.6046	-2.1938	0.0435	-1.2611	0.0690	-0.1624	0.1764	0.2650
3.8306	0.2200	0.6161	-2.1933	0.0416	-1.2618	0.0503	-0.1917	0.1982	0.3097
3.8405	0.2200	0.6218	-2.1933	0.0416	-1.2618	0.0503	-0.1917	0.1982	0.3097
3.8502	0.2200	0.6115	-2.1929	0.0383	-1.2532	0.0226	-0.1757	0.1772	0.3097
3.8601	0.2200	0.6098	-2.1926	0.0366	-1.2492	0.0327	-0.1688	0.1720	0.2575
3.8701	0.2200	0.6077	-2.1921	0.0352	-1.2459	0.0506	-0.1362	0.1453	0.1979
3.8803	0.2200	0.6110	-2.1914	0.0336	-1.2443	0.0664	-0.1633	0.1763	0.2416
3.8910	0.2200	0.6173	-2.1907	0.0321	-1.2440	0.0675	-0.1453	0.1602	0.3725
3.9002	0.2200	0.6136	-2.1899	0.0303	-1.2401	0.0797	-0.1823	0.1990	0.3725
3.9101	0.2200	0.6208	-2.1894	0.0282	-1.2388	0.0525	-0.2076	0.2142	0.3725
3.9204	0.2200	0.6261	-2.1892	0.0265	-1.2364	0.0159	-0.1752	0.1759	0.3703
3.9301	0.2200	0.6325	-2.1892	0.0265	-1.2364	0.0159	-0.1752	0.1759	0.3703
3.9401	0.2200	0.6339	-2.1887	0.0248	-1.2336	0.0558	-0.1654	0.1746	0.3703
3.9503	0.2200	0.6218	-2.1876	0.0217	-1.2256	0.0378	-0.1323	0.1376	0.3044
3.9602	0.2200	0.6368	-2.1872	0.0200	-1.2268	0.0398	-0.1741	0.1786	0.2022
3.9701	0.2200	0.6443	-2.1866	0.0181	-1.2255	0.0557	-0.1892	0.1972	0.1926
3.9806	0.2200	0.6394	-2.1861	0.0163	-1.2201	0.0513	-0.1813	0.1884	0.2075
3.9917	0.2200	0.6409	-2.1854	0.0146	-1.2174	0.0636	-0.1630	0.1749	0.2565
4.0014	0.2200	0.6412	-2.1848	0.0130	-1.2141	0.0425	-0.1549	0.1606	0.2565
4.0104	0.2200	0.6552	-2.1843	0.0115	-1.2150	0.0425	-0.1549	0.1606	0.2884
4.0203	0.2200	0.6624	-2.1843	0.0115	-1.2150	0.0425	-0.1549	0.1606	0.2884
4.0308	0.2200	0.6524	-2.1834	0.0078	-1.2055	0.0398	-0.1779	0.1823	0.2490
4.0409	0.2200	0.6766	-2.1829	0.0059	-1.2091	0.0471	-0.1872	0.1930	0.1713
