T (s)	Lin	Ang	X	Y	yaw	dx	dy	v	wz
6.1626	0.2200	-0.0600	-2.0091	0.0851	1.5478	-0.0067	0.2073	0.2074	0.0415
6.1730	0.2200	-0.0631	-2.0091	0.0873	1.5440	-0.0067	0.2073	0.2074	-0.0319
6.1807	0.2200	-0.0518	-2.0091	0.0873	1.5440	0.0045	0.2274	0.2275	-0.0319
6.1907	0.2200	-0.0599	-2.0088	0.0893	1.5469	0.0319	0.1916	0.1942	0.0362
6.2030	0.2200	-0.0617	-2.0089	0.0931	1.5490	-0.0128	0.2012	0.2016	0.0809
6.2111	0.2200	-0.0668	-2.0089	0.0931	1.5490	-0.0128	0.2012	0.2016	0.0809
6.2211	0.2200	-0.0600	-2.0088	0.0948	1.5467	0.0028	0.1764	0.1764	0.0809
6.2315	0.2200	-0.0600	-2.0088	0.0948	1.5467	0.0028	0.1764	0.1764	0.0319
6.2410	0.2200	-0.0688	-2.0089	0.0990	1.5494	-0.0001	0.2142	0.2142	0.0319
6.2537	0.2200	-0.0615	-2.0084	0.1028	1.5450	0.0176	0.1833	0.1842	-0.0223
6.2609	0.2200	-0.0547	-2.0084	0.1028	1.5450	0.0176	0.1833	0.1842	-0.0479
6.2713	0.2200	-0.0604	-2.0086	0.1048	1.5467	-0.0207	0.2083	0.2093	-0.0245
6.2827	0.2200	-0.0604	-2.0087	0.1067	1.5467	-0.0207	0.2083	0.2093	-0.0255
6.2929	0.2200	-0.0530	-2.0091	0.1109	1.5427	-0.0132	0.2046	0.2050	-0.0277
6.3015	0.2200	-0.0503	-2.0091	0.1109	1.5427	-0.0215	0.2092	0.2103	-0.0277
6.3110	0.2200	-0.0467	-2.0087	0.1131	1.5417	0.0329	0.2195	0.2220	-0.0341
6.3210	0.2200	-0.0465	-2.0087	0.1131	1.5417	0.0329	0.2195	0.2220	-0.0341
6.3329	0.2200	-0.0451	-2.0085	0.1188	1.5448	-0.0115	0.2214	0.2217	-0.0085
6.3412	0.2200	-0.0558	-2.0085	0.1188	1.5448	-0.0115	0.2214	0.2217	0.0000
6.3532	0.2200	-0.0536	-2.0087	0.1226	1.5433	-0.0217	0.1752	0.1766	0.0000
6.3608	0.2200	-0.0524	-2.0087	0.1226	1.5433	-0.0217	0.1752	0.1766	0.0000
6.3708	0.2200	-0.0520	-2.0085	0.1247	1.5433	0.0209	0.2110	0.2120	0.0426
6.3808	0.2200	-0.0493	-2.0081	0.1269	1.5426	0.0446	0.2157	0.2202	0.0362
6.3911	0.2200	-0.0493	-2.0081	0.1269	1.5426	0.0446	0.2157	0.2202	-0.0085
6.4010	0.2200	-0.0550	-2.0081	0.1304	1.5444	-0.0018	0.1761	0.1761	-0.0351
6.4108	0.2200	-0.0548	-2.0081	0.1304	1.5444	-0.0018	0.1761	0.1761	-0.0351
6.4212	0.2200	-0.0495	-2.0084	0.1345	1.5422	-0.0234	0.1996	0.2010	-0.0585
6.4322	0.2200	-0.0495	-2.0084	0.1345	1.5422	-0.0234	0.1996	0.2010	-0.0915
6.4407	0.2200	-0.0331	-2.0082	0.1386	1.5368	0.0375	0.2215	0.2247	-0.0809
6.4523	0.2200	-0.0265	-2.0080	0.1402	1.5347	-0.0188	0.1976	0.1985	-0.0074
6.4607	0.2200	-0.0299	-2.0082	0.1422	1.5356	-0.0188	0.1976	0.1985	0.0830
6.4709	0.2200	-0.0309	-2.0082	0.1440	1.5358	-0.0080	0.1863	0.1864	0.0830
6.4810	0.2200	-0.0370	-2.0082	0.1460	1.5378	0.0055	0.1963	0.1964	0.0564
6.4914	0.2200	-0.0372	-2.0083	0.1481	1.5377	-0.0098	0.2073	0.2075	0.0202
6.5007	0.2200	-0.0372	-2.0083	0.1481	1.5377	-0.0098	0.2073	0.2075	0.0106
